price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,sqft_living15
207500,3,1.0,1640,9750,1.0,0,0,3,7,1968,0,98042,1200
465000,3,2.5,1440,4473,2.0,0,0,3,7,2003,0,98053,1650
853800,7,4.0,2960,2665,2.0,0,0,3,9,1927,2013,98144,1970
1385000,4,3.25,4860,181319,2.5,0,0,3,9,1993,0,98074,3850
469000,3,1.75,1480,800,2.0,0,0,3,8,2014,0,98136,1480
220000,3,1.5,1280,7742,1.0,0,0,4,7,1962,0,98031,1450
332000,3,2.0,1510,7884,1.0,0,0,3,6,1942,2014,98166,1050
720000,4,3.0,3550,12327,1.5,0,0,4,10,1990,0,98011,3170
795000,4,2.5,3230,19193,1.0,0,3,4,8,1973,0,98075,3230
240000,4,1.75,2020,10332,1.0,0,0,3,7,1954,0,98168,2240
280000,3,1.0,1260,7660,1.0,0,0,3,6,1947,0,98133,1990
330000,4,2.0,1180,7275,1.0,0,0,3,7,1965,0,98034,1210
375000,4,1.0,1450,6820,1.5,0,0,3,6,1947,0,98133,1450
1690000,3,1.75,3400,8965,1.0,0,2,5,9,1957,0,98105,3200
152500,3,1.0,1090,3523,1.0,0,0,4,6,1969,0,98092,1030
256000,2,1.0,860,5000,1.0,0,0,3,6,1915,1945,98146,1220
182500,3,1.0,910,7194,1.0,0,0,4,7,1971,0,98001,1530
485500,4,2.5,1800,4500,2.0,0,0,3,8,1999,0,98075,1800
362000,5,2.5,2880,8216,2.0,0,0,3,8,2001,0,98030,1960
675000,3,2.75,3370,5350,1.5,0,1,4,7,1910,0,98136,1720
1388000,5,1.75,2650,11340,1.0,0,0,3,8,1955,0,98004,2780
462000,5,1.75,1250,10530,1.0,0,0,4,7,1966,0,98007,1560
219000,3,2.25,1940,6500,1.0,0,0,3,8,1979,0,98042,1880
725000,5,2.5,3210,12000,1.0,0,0,4,8,1968,0,98007,2450
315000,2,1.0,840,5087,1.0,0,0,3,7,1925,0,98118,1590
695000,4,2.25,2360,2500,2.0,0,3,3,8,2001,0,98117,1810
560000,3,2.5,2840,216493,2.0,0,0,3,9,1991,0,98014,2820
560000,3,2.0,1300,6000,1.0,0,0,5,7,1943,0,98136,1230
649000,5,3.25,3990,13087,2.0,0,0,3,9,1991,0,98042,2580
620000,5,1.75,2000,8713,1.0,0,2,3,7,1962,0,98008,2040
246500,2,1.0,940,6000,1.0,0,0,2,7,1954,0,98148,1890
548000,3,2.5,2110,4099,2.0,0,0,3,8,2001,0,98072,2110
496600,4,2.25,2020,8400,1.0,0,0,4,8,1961,0,98006,2060
315000,3,1.75,1680,7250,1.0,0,0,3,7,1952,0,98133,1340
330000,3,2.25,2300,35287,2.0,0,0,3,8,1977,0,98022,1760
1000000,4,2.75,3090,16538,3.0,0,0,4,8,1919,1987,98116,1500
650000,3,1.75,1550,5000,1.0,0,0,3,7,1911,2011,98107,1110
589000,4,1.0,2210,4366,2.0,0,0,3,8,1901,0,98122,1740
1030000,4,2.5,2620,11200,1.0,0,0,4,8,1962,0,98004,2360
802000,2,1.75,2110,8700,1.0,0,4,4,9,1960,0,98146,2120
173000,2,1.0,1740,8100,1.0,0,0,3,6,1947,0,98168,960
130000,3,1.0,1200,7000,2.0,0,0,1,7,1908,0,98116,3290
380000,3,2.25,1550,1485,3.0,0,0,3,8,2011,0,98103,1550
293000,4,2.5,3250,235063,1.0,0,2,3,9,1973,0,98092,1600
706000,4,2.5,3280,16575,1.0,0,0,3,9,1972,0,98188,1570
262000,2,1.0,1500,4120,1.5,0,0,3,5,1928,0,98055,1300
281000,3,1.0,1300,5782,1.0,0,0,4,6,1959,0,98065,1020
710000,4,2.5,2720,8000,1.0,0,0,4,7,1955,0,98136,1790
170000,3,1.5,1350,81549,1.0,0,0,2,7,1966,0,98092,2220
687500,3,1.5,1280,2114,1.5,0,0,3,8,1904,0,98122,1540
502000,4,2.25,2140,10943,1.0,0,0,3,7,1977,0,98034,2350
734000,4,2.5,2180,7204,2.0,0,0,3,8,2014,0,98133,1500
481450,3,2.0,1410,4800,1.0,0,0,3,7,1940,0,98117,1190
250000,3,2.0,1900,6660,1.0,0,0,5,7,1966,0,98038,1690
300000,3,1.0,910,7700,1.0,0,0,4,7,1971,0,98034,1250
248000,4,1.0,1010,7515,1.0,0,0,4,6,1955,0,98198,1330
186000,3,2.0,1340,4320,1.0,0,0,3,5,1912,1993,98002,980
440000,3,1.5,2120,6290,1.0,0,0,4,8,1949,0,98108,1620
172000,3,1.0,970,4700,1.0,0,0,4,6,1943,0,98106,1560
405000,3,2.0,1440,7425,1.0,0,0,4,7,1965,0,98034,1800
599000,5,2.5,2950,72309,2.0,0,0,3,8,2006,0,98058,1480
457500,3,1.0,1210,7636,1.0,0,0,4,7,1952,0,98118,1530
275000,4,2.5,2180,11132,1.0,0,0,4,8,1978,0,98023,1950
500000,3,1.75,1220,7370,1.0,0,0,4,7,1964,0,98008,1580
472500,4,1.75,1440,8536,1.0,0,0,4,7,1961,0,98033,1720
494815,3,2.5,1910,2091,2.0,0,0,3,8,2014,0,98029,1630
342000,4,1.0,1390,9023,1.5,0,0,3,7,1955,0,98155,1760
1208000,4,3.75,3250,10949,2.0,0,0,4,9,1930,1989,98004,2340
492000,4,2.5,3305,16164,1.5,0,0,5,7,1922,1956,98133,1620
420000,3,2.0,1200,5029,1.0,0,0,3,6,1937,0,98115,1510
554000,2,2.0,1670,4996,1.0,0,0,3,8,2004,0,98053,1670
805000,4,3.0,3350,23781,1.0,0,0,4,9,1979,0,98006,2870
485000,4,2.5,2470,35073,2.0,0,0,3,9,1989,0,98092,2990
310000,1,1.0,670,4920,1.0,0,0,3,5,1920,0,98126,1050
456500,4,2.5,2400,6811,2.0,0,0,3,8,2007,0,98059,2710
330000,3,1.5,1690,10250,1.0,0,0,4,7,1955,0,98166,1990
211000,3,1.0,1410,47916,1.0,0,0,3,7,1981,0,98019,1810
965000,4,2.5,2460,5000,2.0,0,0,5,8,1938,0,98112,2320
374950,4,1.75,1660,8160,1.0,0,0,3,8,1974,0,98058,1800
456000,3,2.0,1870,8442,1.5,0,0,5,7,1927,0,98117,1640
599000,5,2.75,2730,22572,1.0,0,0,3,7,1968,1992,98075,2260
500000,3,2.5,2110,208737,2.0,0,3,3,9,1977,0,98092,2390
740000,4,2.5,2300,9900,1.0,0,2,3,8,1961,0,98136,2510
430000,3,3.75,3890,7140,1.0,0,2,3,8,1943,2007,98178,1820
799950,4,2.5,3320,7429,2.0,0,0,3,9,2014,0,98034,1840
1225000,3,2.5,2860,4500,2.0,0,2,3,8,1915,0,98119,2310
249000,3,1.75,1400,5648,1.5,0,0,5,6,1917,0,98056,2320
930000,5,2.0,3530,9385,1.5,0,0,3,9,1925,0,98144,4100
339950,4,2.25,2670,9040,1.0,0,0,3,8,1955,0,98148,1880
612000,6,3.0,3840,14040,1.5,0,3,3,8,1949,0,98178,2170
428000,4,2.5,1950,5602,1.0,0,0,5,7,1966,0,98118,2000
315000,4,2.75,2200,8580,1.0,0,0,3,8,1991,0,98023,2290
550000,3,2.0,1490,3880,1.0,0,0,3,7,1959,0,98107,1490
453246,3,2.5,2010,2287,2.0,0,0,3,8,2014,0,98029,1690
325000,2,1.0,800,7260,1.0,0,0,3,7,1953,0,98126,1010
810000,3,2.5,3140,10983,2.0,0,0,3,10,1991,0,98075,3140
745000,4,2.25,2290,10409,2.0,0,0,3,8,1972,0,98005,2040
329000,3,1.0,1200,5650,1.5,0,0,3,7,1928,0,98178,1610
258000,3,1.75,2090,7461,1.0,0,0,3,6,1986,0,98030,1420
418500,2,1.0,790,5800,1.0,0,0,3,6,1943,0,98117,1460
320000,2,1.0,1802,11225,1.0,0,0,3,7,1961,0,98125,1810
550000,3,2.25,2090,8095,2.0,0,2,3,10,1988,0,98136,1940
600000,4,2.5,2600,6536,2.0,0,0,3,9,1999,0,98056,2640
260000,3,1.75,1750,11180,1.0,0,0,3,8,1968,0,98059,1730
511718,2,1.75,1700,5000,1.0,0,0,3,6,1915,0,98117,1690
335000,3,2.0,1210,9926,1.0,0,0,4,7,1954,2015,98006,1690
207000,3,1.5,1460,11100,1.0,0,0,3,7,1956,0,98003,1460
525000,4,2.5,2840,4750,2.0,0,0,3,9,2002,0,98058,2460
194000,3,1.0,1180,6050,1.0,0,0,3,6,1944,0,98178,1070
340000,4,2.5,2665,5868,2.0,0,0,3,9,2006,0,98030,2665
604000,3,2.0,1560,2589,1.0,0,0,3,7,1923,2001,98103,1450
375000,3,1.75,2140,13598,1.5,0,0,4,7,1970,0,98014,930
240000,3,1.0,1280,9000,1.5,0,0,4,6,1954,0,98146,1430
474000,2,1.0,1090,3160,1.0,0,0,3,7,1926,0,98109,1070
719000,3,1.75,1800,5816,1.0,0,0,5,7,1947,0,98199,1650
525000,3,1.5,1380,4290,1.0,0,0,3,7,1955,0,98107,1510
800000,4,2.75,3250,5500,2.0,0,0,3,9,2007,0,98027,3920
499950,3,2.0,1360,2500,1.0,0,0,3,7,1986,0,98107,1630
265000,4,2.25,2300,9100,1.0,0,0,3,7,1977,0,98058,1640
407000,2,2.5,1700,6635,2.0,0,0,4,8,1976,0,98052,1700
379000,3,1.0,1140,10320,1.0,0,0,4,7,1963,0,98034,1140
799000,4,2.25,2510,11585,2.0,0,0,4,8,1969,0,98040,2450
825000,4,2.75,3990,6637,2.0,0,0,3,9,2003,0,98053,3500
384000,5,2.75,3220,8160,2.0,0,0,3,9,1999,0,98001,2876
520000,3,2.25,1770,7667,1.0,0,0,3,8,1966,0,98177,2180
286000,3,1.75,1770,9000,1.0,0,0,3,7,1954,0,98168,1520
700000,2,1.75,2320,5500,1.5,0,2,3,8,1925,2000,98144,2380
639983,5,3.0,2800,5700,2.0,0,0,3,8,2014,0,98059,2910
360000,4,2.5,2390,7115,2.0,0,0,3,9,1999,0,98092,2600
1485000,6,2.75,4430,6440,2.0,0,3,3,10,1964,2015,98118,3530
459000,4,3.0,1900,9077,2.0,0,0,3,7,1954,2015,98155,1900
280000,2,1.75,1894,52769,1.5,0,0,4,6,1936,0,98001,1820
859900,4,2.75,3390,6298,2.0,0,0,3,9,2011,0,98074,3390
1320000,3,1.75,2040,42693,1.0,0,2,3,10,1980,0,98052,2640
482000,3,1.75,2300,16474,1.0,0,0,3,7,1984,0,98072,1940
525000,3,1.75,1520,8835,1.0,0,0,4,7,1957,0,98008,1760
365000,3,2.25,1800,9010,1.0,0,0,3,7,1975,0,98155,1950
215000,3,1.0,880,7648,1.0,0,2,4,6,1940,0,98022,1020
680000,4,2.5,2880,9202,1.0,0,0,3,8,1977,0,98052,2500
628000,5,2.75,2600,8160,2.0,0,0,3,8,2015,0,98133,1600
200000,3,1.0,2120,31564,1.0,0,0,3,7,1942,0,98168,1790
400000,4,1.75,1580,5340,1.0,0,0,3,7,1947,0,98144,830
410000,2,1.75,870,4000,1.0,0,0,3,6,1941,0,98126,1420
300000,3,2.0,1310,9855,1.0,0,0,3,7,1962,0,98034,1310
209950,3,1.0,970,9583,1.0,0,0,4,6,1967,0,98023,970
305450,3,2.5,1600,3573,2.0,0,0,3,7,2013,0,98056,1500
280000,3,2.5,1370,22326,2.0,0,0,3,7,1993,0,98045,1580
340000,3,1.75,1210,9635,1.0,0,0,4,7,1987,0,98019,1550
247000,3,2.5,1510,10875,1.0,0,0,3,7,1990,0,98003,1810
345000,3,2.0,1610,15005,1.0,0,0,4,7,1986,0,98014,1610
784000,4,2.75,3540,7091,1.5,0,1,4,8,1947,0,98199,2200
575000,3,1.75,1530,6743,1.0,0,0,3,7,1955,0,98116,2040
535000,3,1.0,1290,6859,1.0,0,0,4,7,1941,0,98136,1560
585000,4,3.0,2110,1286,2.0,0,0,3,9,2007,0,98029,2000
505000,3,2.0,1260,5460,1.0,0,0,3,7,1972,0,98034,1510
89000,3,1.0,900,4750,1.0,0,0,4,6,1969,0,98023,900
378000,2,2.0,1300,3850,1.0,0,0,3,7,1963,0,98136,950
285000,1,1.5,810,3211,2.0,0,0,4,7,1982,0,98033,1320
850000,3,2.0,2740,101930,1.0,0,2,3,9,1999,0,98045,2140
202000,3,1.0,1010,9750,1.0,0,0,5,7,1969,0,98042,1230
422000,2,1.75,1320,2609,1.0,0,0,4,7,1938,0,98117,1200
889000,4,3.5,3920,9555,2.0,0,0,3,9,2004,0,98053,3920
925000,3,2.5,2690,7000,2.0,0,0,5,7,1943,0,98115,1800
592000,4,2.5,2300,11165,2.0,0,0,4,8,1979,0,98008,2170
470000,4,2.25,2380,17199,2.0,0,0,3,8,1979,0,98028,2280
299000,3,1.0,1510,6200,1.0,0,0,3,6,1955,0,98118,1710
809000,5,4.5,4630,6324,2.0,0,0,3,9,2006,0,98065,4420
735000,3,2.5,2820,8159,2.0,0,0,3,9,2004,0,98029,2910
785000,4,3.5,3310,4850,2.0,0,0,3,9,2010,0,98053,3320
370000,4,1.5,1370,9957,1.0,0,0,3,7,1972,0,98034,1510
515000,3,2.5,3020,12184,2.0,0,0,3,8,2003,0,98019,2980
999000,4,2.5,3130,10849,2.0,0,0,3,10,2013,0,98033,2470
491500,4,2.75,2100,7236,1.0,0,0,3,8,1979,0,98034,1900
207500,3,1.0,1170,8816,1.0,0,0,4,6,1966,0,98023,1200
992000,3,2.25,2950,15207,1.0,0,0,4,10,1966,0,98040,2950
139500,2,1.5,1230,1561,2.0,0,0,3,7,1983,0,98042,1660
895000,4,2.5,2850,8526,2.0,0,0,3,9,1998,0,98033,2440
360000,4,2.5,2610,7333,2.0,0,0,3,8,1988,0,98003,2280
611900,1,2.25,1220,2100,2.0,0,2,4,8,1946,1979,98033,3150
536000,5,2.25,2650,9140,1.0,0,1,3,8,1965,0,98177,2700
455000,3,2.5,2090,8653,2.0,0,0,3,8,1989,0,98011,2090
543500,4,2.5,2550,5835,2.0,0,0,3,8,1998,0,98065,2420
550000,3,1.75,1890,100623,1.0,0,3,3,8,1978,0,98053,2110
796000,4,3.25,2110,3000,2.0,0,0,3,8,2001,0,98115,1780
845000,4,3.5,3350,19487,1.0,0,0,3,11,1992,0,98075,3360
495000,4,2.25,1940,9144,1.0,0,0,4,7,1956,0,98007,1460
665900,4,2.25,2870,5453,2.0,0,1,4,8,1926,0,98146,1660
533000,3,3.0,1280,1085,3.0,0,0,3,8,2004,0,98103,1300
400000,3,1.0,1050,6000,1.0,0,0,3,7,1952,0,98116,1720
147200,3,1.0,1420,9600,1.0,0,0,4,6,1954,0,98188,1400
276500,4,2.25,2380,128937,1.0,0,0,4,7,1960,0,98038,1030
278000,4,2.25,2400,7738,1.5,0,0,3,8,1964,0,98148,2170
379400,4,1.75,2120,7680,1.0,0,0,4,7,1950,0,98177,1530
435000,3,2.0,1980,2674,3.0,0,0,3,8,2007,0,98136,1440
290000,4,1.0,1010,7200,1.5,0,0,3,6,1947,0,98155,1360
280000,3,2.5,1550,4486,2.0,0,0,3,7,2000,0,98001,1700
320000,3,1.75,1510,30185,1.5,0,0,3,7,1976,0,98058,1470
595000,3,1.0,1560,3960,1.5,0,0,4,7,1907,0,98144,1280
549000,3,2.0,2330,3600,1.5,0,0,4,7,1900,0,98122,1750
395000,2,1.0,1200,6014,1.0,0,0,4,6,1949,0,98118,1270
550000,4,1.75,2150,9000,1.0,0,0,4,7,1966,0,98052,2040
540000,5,3.0,2570,5590,1.0,0,0,3,8,2009,0,98034,2020
659000,3,2.5,2510,6320,2.0,0,0,3,9,1996,0,98075,2518
777000,3,3.25,3610,59677,2.0,0,0,3,10,2003,0,98027,3130
685000,4,2.5,2310,5100,2.0,0,0,3,9,2013,0,98177,1260
442500,4,2.5,2400,7092,2.0,0,0,3,7,1997,0,98133,2350
1325000,3,2.25,2360,5504,2.0,0,0,4,8,1913,0,98122,2840
490000,4,2.5,3480,12696,1.0,0,0,4,9,1977,0,98042,3480
775000,5,2.75,3750,12077,2.0,0,4,3,10,2005,0,98038,3120
369950,3,2.5,1930,8254,2.0,0,0,3,7,2014,0,98146,1540
1500000,4,5.5,6550,217374,1.0,0,0,3,11,2006,0,98058,4110
300000,4,2.5,2090,5195,2.0,0,0,3,7,2007,0,98031,2090
284200,3,2.5,1570,9292,1.0,0,0,3,7,1977,0,98001,1470
532000,3,2.25,1910,35015,1.0,0,0,4,8,1977,0,98027,2340
236000,3,1.75,1090,7647,1.0,0,0,3,7,1994,0,98003,1660
400375,4,1.75,1690,7680,1.0,0,0,5,6,1946,0,98126,1060
850000,4,1.75,2350,11914,1.0,0,0,4,8,1961,0,98040,2240
732000,4,1.75,2360,11300,1.0,0,0,4,9,1974,0,98006,2290
825000,3,2.5,3400,38400,1.0,0,4,3,8,1955,2015,98177,3400
259950,2,1.0,770,6542,1.0,0,0,3,6,1948,0,98155,1120
234000,3,1.75,1480,8475,1.0,0,0,4,7,1968,0,98023,1800
240000,4,1.5,1920,7973,1.0,0,0,3,8,1955,0,98178,2020
2500000,5,3.25,5620,12672,2.0,0,0,4,11,1916,0,98144,4470
464000,3,2.0,1630,6550,1.0,0,0,5,7,1912,0,98126,1440
500000,3,2.5,1670,2575,2.0,0,0,3,8,2000,0,98027,1670
1130000,4,1.75,2370,8400,1.0,0,0,5,9,1949,0,98105,2370
567500,3,1.75,2570,14033,1.0,0,2,4,8,1953,0,98166,2550
682000,4,2.25,2450,34092,2.0,0,0,4,8,1980,0,98075,2410
950000,5,3.0,4530,258746,1.5,0,0,4,9,2003,0,98077,3430
860000,5,3.25,4500,9648,2.0,0,4,4,8,1968,0,98125,2780
495000,3,2.5,1800,7318,2.0,0,0,3,8,1989,0,98029,1800
155000,3,1.0,1300,6098,1.0,0,0,3,7,2013,0,98014,1300
445000,4,3.25,1960,7200,2.0,0,0,3,7,1979,0,98034,1980
709000,3,2.0,2360,18000,1.0,0,0,4,8,1951,0,98177,2600
645000,3,1.75,2340,6750,1.5,0,0,5,7,1914,0,98103,1410
242500,3,1.0,1020,5870,1.0,0,0,3,6,1941,0,98155,1160
315000,3,1.0,1390,8333,1.0,0,0,3,7,1982,0,98155,1320
285000,3,1.5,1780,12231,1.0,0,0,4,8,1956,0,98003,2460
525000,5,2.25,2500,8621,1.5,0,0,4,7,1968,0,98034,1980
812000,4,2.0,2380,6122,1.0,0,2,4,8,1949,0,98199,1810
525000,4,2.75,2360,4924,2.0,0,0,3,8,2008,0,98028,2360
950000,4,2.25,2620,10920,1.0,0,0,3,9,1965,0,98005,2370
225000,4,2.0,2220,14120,1.0,0,0,3,7,1966,0,98042,1300
190000,4,1.0,1190,7920,1.0,0,0,3,6,1951,0,98126,1140
380000,3,1.0,1400,8710,1.0,0,0,4,7,1948,0,98146,1460
234000,2,2.0,1200,3624,2.0,0,0,3,6,2003,0,98038,1360
394000,3,2.5,2550,5349,2.0,0,0,3,7,2004,0,98038,2640
250000,3,1.75,1590,7560,1.0,0,0,3,7,1984,0,98031,1500
259500,3,1.75,1650,12349,1.0,0,0,3,7,1957,0,98188,1470
900000,5,3.75,4130,226076,2.0,0,0,3,9,1985,0,98077,4130
849950,3,3.0,2990,9773,2.0,0,0,4,8,1973,0,98005,2230
299900,4,2.5,1580,3632,2.0,0,0,3,7,2011,0,98038,1950
298000,3,1.75,1620,12825,1.0,0,0,3,8,1962,0,98003,2076
462000,3,1.5,1710,4500,1.5,0,0,3,8,1928,0,98118,1860
179900,3,1.0,1010,9920,1.0,0,0,3,6,1977,0,98042,1270
525000,3,3.5,2876,5086,2.0,0,0,3,8,2007,0,98072,2390
269950,3,2.5,1480,9743,2.0,0,0,4,7,1996,0,98010,1810
1248000,2,2.5,2310,3313,2.0,0,0,3,9,2006,0,98119,2700
550000,1,1.5,1900,40600,1.5,0,0,5,9,1977,0,98027,2920
409950,3,2.5,2655,5080,2.0,0,0,3,8,2013,0,98023,2879
304000,3,1.0,1280,8184,1.5,0,0,4,6,1947,0,98155,1120
718000,3,1.75,4060,136290,1.0,0,0,3,8,1995,0,98045,1300
275000,3,1.75,1860,15681,1.0,0,0,4,7,1971,0,98023,1860
865000,4,3.0,3690,9892,2.0,0,0,3,10,1998,0,98075,3430
490000,4,2.25,2020,85813,2.0,0,0,3,7,1995,0,98027,2120
650000,4,2.5,2110,6820,1.0,0,0,5,7,1942,0,98115,1420
405000,3,2.5,1430,10200,1.0,0,0,3,7,1960,0,98033,1470
369000,3,2.25,1820,99752,1.0,0,0,4,7,1969,0,98092,1850
336000,3,2.0,1060,11765,1.0,0,0,4,6,1951,0,98125,1500
213550,3,2.5,1580,8541,2.0,0,0,3,7,1990,0,98001,1640
600000,4,2.25,2090,45738,2.0,0,0,3,8,1987,0,98053,3420
352500,3,1.0,1470,8400,1.0,0,0,4,7,1953,0,98133,1470
519950,3,2.25,1170,1249,3.0,0,0,3,8,2014,0,98107,1350
253905,3,1.0,940,8400,1.0,0,0,5,7,1958,0,98056,950
305000,3,2.25,1740,6650,1.0,0,0,3,7,1978,0,98023,1740
172500,3,1.0,1140,8800,1.0,0,0,3,7,1972,0,98001,1270
561750,5,1.75,2040,8996,1.0,0,2,4,7,1962,0,98008,1950
275000,3,2.5,1480,15639,2.0,0,0,3,8,1987,0,98045,1480
370950,3,2.5,2529,9653,2.0,0,0,3,7,2012,0,98042,2533
1000000,5,3.0,3350,9450,2.0,0,0,5,8,1912,1980,98103,2660
575000,2,1.0,1320,4750,1.5,0,0,4,7,1928,0,98107,1360
358000,5,2.5,2460,5604,2.0,0,0,3,8,2011,0,98038,2210
395000,2,1.75,1210,1161,2.0,0,0,3,8,2014,0,98029,1700
420000,4,2.5,2170,10500,1.0,0,0,3,7,1962,0,98155,1850
440000,4,1.75,2800,49149,1.0,0,0,4,7,1978,0,98027,2560
1650000,8,2.75,4040,20666,1.0,0,0,4,9,1962,0,98004,3670
415000,5,1.5,1900,10226,1.0,0,0,3,7,1961,0,98034,1690
669950,3,3.0,2330,1944,2.5,0,0,3,8,2014,0,98027,2290
400000,3,2.5,2393,4788,2.0,0,0,3,8,2012,0,98055,2439
299950,3,1.5,1940,8951,1.0,0,0,3,7,1958,0,98168,2000
3640900,4,3.25,4830,22257,2.0,1,4,4,11,1990,0,98039,3820
399000,2,1.0,700,3400,1.0,0,0,3,6,1946,0,98112,1570
340000,4,1.0,1230,8316,1.5,0,0,3,7,1963,0,98034,1490
317000,3,2.0,2020,7260,1.5,0,0,3,7,1926,0,98108,1400
960000,4,2.5,3430,43560,1.5,0,2,5,10,1979,0,98005,3700
197000,3,1.0,1090,17630,1.0,0,0,4,7,1962,0,98002,1300
1700000,5,2.75,3810,9360,2.0,0,0,3,10,2014,0,98004,2110
458000,3,2.25,2150,9900,1.0,0,0,3,8,1977,0,98052,2170
575000,4,1.75,2020,6200,1.0,0,0,4,6,1948,0,98133,1440
780000,6,4.0,3300,5720,1.0,0,0,3,8,1963,0,98115,2030
490000,4,4.25,4480,5715,2.0,0,0,3,7,2003,0,98030,2190
639000,4,2.5,1990,8034,2.0,0,0,4,10,1989,0,98029,2580
399950,3,1.0,1020,18050,1.0,0,0,3,7,1969,0,98027,1750
212000,3,1.75,1470,8350,1.0,0,0,3,7,1990,0,98001,1590
550000,2,1.0,980,3080,1.5,0,0,3,7,1910,1946,98103,1450
415000,4,2.5,1160,16008,1.0,0,0,4,7,1989,0,98155,1570
239300,3,1.0,1070,5750,1.0,0,0,3,7,1952,0,98178,1420
815000,4,2.0,1400,4800,2.0,0,0,3,7,1986,0,98122,1620
294500,3,2.5,1760,2688,2.0,0,0,3,7,2005,0,98059,1760
287500,3,2.0,1760,7147,1.0,0,0,4,6,1936,0,98055,1720
260000,2,1.0,700,4800,1.0,0,0,3,7,1922,0,98122,1440
400000,3,2.0,1760,6875,1.0,0,0,4,8,1967,0,98072,1670
482000,5,2.25,2230,9600,1.0,0,0,3,8,1978,0,98077,2080
663500,2,1.0,1310,5200,1.0,0,0,3,7,1946,0,98115,1320
553650,2,2.5,1360,1349,2.0,0,0,3,8,1997,0,98112,1430
775000,4,2.5,3310,5101,2.0,0,0,3,9,2005,0,98052,3010
445000,3,2.25,1630,6449,1.0,0,0,3,7,1986,0,98011,1620
215000,3,1.0,1280,9775,1.0,0,0,3,6,1964,0,98003,1230
334000,3,2.25,1840,9781,2.0,0,0,3,7,1989,0,98019,1490
1003000,5,2.5,3150,50094,2.0,0,0,4,9,1969,0,98005,3600
330000,3,2.5,1740,1844,2.0,0,0,3,8,2008,0,98106,1740
625000,5,2.5,2990,15085,2.0,0,0,3,9,2007,0,98011,3150
210000,4,1.0,1200,43560,1.0,0,0,3,5,1968,0,98042,1400
526000,3,1.75,1680,3420,1.0,0,0,3,7,1992,0,98115,1680
2750000,5,4.0,6300,16065,2.0,0,1,3,12,2004,0,98004,3260
680000,3,2.25,2330,4000,1.5,0,2,5,7,1927,0,98115,1870
340000,3,2.5,2170,9798,2.0,0,0,3,7,1995,0,98038,2020
367500,4,3.0,3110,7231,2.0,0,0,3,8,1997,0,98092,2820
415000,2,1.0,1510,6807,1.0,0,0,3,7,1939,0,98133,1460
495000,4,2.5,2020,7200,1.0,0,0,5,7,1968,0,98034,1620
772000,4,2.5,2110,3750,2.0,0,0,3,8,2000,0,98117,1700
650000,4,2.75,1910,16532,1.0,0,0,4,7,1940,0,98117,2300
246000,3,2.25,1440,10500,1.0,0,0,3,8,1983,0,98023,1510
1900000,4,2.25,3020,11489,1.5,1,3,5,10,1916,1988,98040,3890
625000,4,2.25,2100,8290,2.0,0,0,4,8,1978,0,98006,2100
515000,5,2.5,1690,2402,1.5,0,0,3,7,1930,0,98117,1200
367500,4,2.25,1930,7925,1.0,0,0,3,8,1960,0,98155,1930
240000,3,1.75,1510,10248,1.0,0,0,3,7,1969,0,98023,1510
500000,4,2.25,2350,7210,1.5,0,0,4,7,1972,0,98011,1930
443000,3,2.25,1920,8223,2.0,0,0,4,7,1989,0,98011,1940
1150000,3,2.5,2850,10474,1.0,0,0,4,8,1954,0,98004,2820
333000,4,2.0,2750,9001,1.0,0,0,3,8,2008,0,98055,1340
1075000,4,2.75,2580,8100,2.0,0,1,4,8,1964,0,98040,2840
245000,3,2.0,1690,6790,1.0,0,0,3,7,1979,0,98023,1740
410000,5,2.5,2670,184140,1.0,0,0,3,8,1980,0,98042,1860
265000,4,2.5,2040,4443,2.0,0,0,3,8,2001,0,98092,2040
340000,4,2.5,2020,32710,1.0,0,0,3,7,1941,0,98168,1340
268000,4,1.5,1730,7020,1.5,0,0,4,5,1953,0,98056,1110
713414,3,2.5,2830,6000,1.0,0,3,3,9,1954,0,98126,2040
310000,3,2.5,2540,4775,2.0,0,0,3,7,2006,0,98042,2270
760000,4,2.5,2850,11000,2.0,0,0,3,8,1998,0,98052,1720
244000,3,1.75,1540,8885,1.0,0,0,4,7,1980,0,98031,1540
391500,3,2.5,2424,6143,2.0,0,0,3,9,2014,0,98030,2381
349950,4,3.5,2796,3520,2.5,0,0,3,8,2013,0,98001,2040
295000,4,1.75,1800,28650,1.0,0,0,4,7,1975,0,98031,1800
776500,4,1.5,2290,10372,1.0,0,0,3,7,1965,1987,98033,1900
603000,3,2.25,1700,2800,2.0,0,0,5,7,1926,0,98115,1500
659500,3,1.75,1820,5500,1.0,0,0,4,8,1957,0,98115,2330
500000,4,1.0,1440,7100,1.5,0,0,3,7,1906,0,98107,1490
620000,4,3.5,3880,8244,2.0,0,0,3,10,2007,0,98019,3180
335000,4,2.75,2190,9209,2.0,0,0,4,8,1996,0,98092,2430
995000,3,4.5,4380,47044,2.0,1,3,3,9,1968,1990,98166,2460
269000,2,2.0,1540,5000,1.5,0,0,3,8,1986,0,98023,1590
174950,3,1.0,1060,5200,1.0,0,0,5,6,1970,0,98042,1380
235000,2,1.0,1270,3008,1.0,0,0,4,6,1923,0,98118,1270
601000,4,1.75,1950,4200,1.0,0,0,5,7,1951,0,98115,1450
